Data values,Data values_sort,Data description,Data description_reference,Data description_sort,Data description_hierarchy,School,School_reference,School_sort,School_hierarchy,Category,Category_reference,Category_sort,Category_hierarchy,Notes
50,50,Number of pupils,NUM,1,,6692374 - BIGYN,6692374,650,,Eligible for free school meals,fsm,1,,
60,60,Number of pupils,NUM,1,,6692374 - BIGYN,6692374,650,,Eligible for free school meals or transitionally protected,fsmtp,2,,
185,185,Number of pupils,NUM,1,,6692374 - BIGYN,6692374,650,,All pupils,all,3,,Total
75,75,Number of pupils,NUM,1,,6692375 - STEBONHEATH,6692375,651,,Eligible for free school meals,fsm,1,,
105,105,Number of pupils,NUM,1,,6692375 - STEBONHEATH,6692375,651,,Eligible for free school meals or transitionally protected,fsmtp,2,,
275,275,Number of pupils,NUM,1,,6692375 - STEBONHEATH,6692375,651,,All pupils,all,3,,Total
25,25,Number of pupils,NUM,1,,6692379 - Y DDWYLAN,6692379,652,,Eligible for free school meals,fsm,1,,
55,55,Number of pupils,NUM,1,,6692379 - Y DDWYLAN,6692379,652,,Eligible for free school meals or transitionally protected,fsmtp,2,,
255,255,Number of pupils,NUM,1,,6692379 - Y DDWYLAN,6692379,652,,All pupils,all,3,,Total
55,55,Number of pupils,NUM,1,,6692380 - RICHMOND PARK,6692380,653,,Eligible for free school meals,fsm,1,,
70,70,Number of pupils,NUM,1,,6692380 - RICHMOND PARK,6692380,653,,Eligible for free school meals or transitionally protected,fsmtp,2,,
215,215,Number of pupils,NUM,1,,6692380 - RICHMOND PARK,6692380,653,,All pupils,all,3,,Total
25,25,Number of pupils,NUM,1,,6692384 - GRIFFITH JONES,6692384,654,,Eligible for free school meals,fsm,1,,
40,40,Number of pupils,NUM,1,,6692384 - GRIFFITH JONES,6692384,654,,Eligible for free school meals or transitionally protected,fsmtp,2,,
295,295,Number of pupils,NUM,1,,6692384 - GRIFFITH JONES,6692384,654,,All pupils,all,3,,Total
,,Number of pupils,NUM,1,,6692385 - YSGOL Y FRO,6692385,655,,Eligible for free school meals,fsm,1,,Confidential
,,Number of pupils,NUM,1,,6692385 - YSGOL Y FRO,6692385,655,,Eligible for free school meals or transitionally protected,fsmtp,2,,Confidential
15,15,Number of pupils,NUM,1,,6692385 - YSGOL Y FRO,6692385,655,,All pupils,all,3,,Total
15,15,Number of pupils,NUM,1,,6692386 - CARREG HIRFAEN,6692386,656,,Eligible for free school meals,fsm,1,,
20,20,Number of pupils,NUM,1,,6692386 - CARREG HIRFAEN,6692386,656,,Eligible for free school meals or transitionally protected,fsmtp,2,,
165,165,Number of pupils,NUM,1,,6692386 - CARREG HIRFAEN,6692386,656,,All pupils,all,3,,Total
15,15,Number of pupils,NUM,1,,6692387 - CAE'R FELIN,6692387,657,,Eligible for free school meals,fsm,1,,
25,25,Number of pupils,NUM,1,,6692387 - CAE'R FELIN,6692387,657,,Eligible for free school meals or transitionally protected,fsmtp,2,,
105,105,Number of pupils,NUM,1,,6692387 - CAE'R FELIN,6692387,657,,All pupils,all,3,,Total
60,60,Number of pupils,NUM,1,,6692388 - Y BEDOL,6692388,658,,Eligible for free school meals,fsm,1,,
85,85,Number of pupils,NUM,1,,6692388 - Y BEDOL,6692388,658,,Eligible for free school meals or transitionally protected,fsmtp,2,,
300,300,Number of pupils,NUM,1,,6692388 - Y BEDOL,6692388,658,,All pupils,all,3,,Total
0,0,Number of pupils,NUM,1,,6692389 - BRO BRYNACH,6692389,659,,Eligible for free school meals,fsm,1,,
5,5,Number of pupils,NUM,1,,6692389 - BRO BRYNACH,6692389,659,,Eligible for free school meals or transitionally protected,fsmtp,2,,
90,90,Number of pupils,NUM,1,,6692389 - BRO BRYNACH,6692389,659,,All pupils,all,3,,Total
80,80,Number of pupils,NUM,1,,6692390 - BRYN TEG,6692390,660,,Eligible for free school meals,fsm,1,,
100,100,Number of pupils,NUM,1,,6692390 - BRYN TEG,6692390,660,,Eligible for free school meals or transitionally protected,fsmtp,2,,
250,250,Number of pupils,NUM,1,,6692390 - BRYN TEG,6692390,660,,All pupils,all,3,,Total
65,65,Number of pupils,NUM,1,,6692391 - Y FELIN,6692391,661,,Eligible for free school meals,fsm,1,,
85,85,Number of pupils,NUM,1,,6692391 - Y FELIN,6692391,661,,Eligible for free school meals or transitionally protected,fsmtp,2,,
220,220,Number of pupils,NUM,1,,6692391 - Y FELIN,6692391,661,,All pupils,all,3,,Total
115,115,Number of pupils,NUM,1,,6692392 - BRO BANW,6692392,662,,Eligible for free school meals,fsm,1,,
155,155,Number of pupils,NUM,1,,6692392 - BRO BANW,6692392,662,,Eligible for free school meals or transitionally protected,fsmtp,2,,
440,440,Number of pupils,NUM,1,,6692392 - BRO BANW,6692392,662,,All pupils,all,3,,Total
70,70,Number of pupils,NUM,1,,6692393 - MAES Y MORFA,6692393,663,,Eligible for free school meals,fsm,1,,
85,85,Number of pupils,NUM,1,,6692393 - MAES Y MORFA,6692393,663,,Eligible for free school meals or transitionally protected,fsmtp,2,,
190,190,Number of pupils,NUM,1,,6692393 - MAES Y MORFA,6692393,663,,All pupils,all,3,,Total
75,75,Number of pupils,NUM,1,,6692394 - BURRY PORT,6692394,664,,Eligible for free school meals,fsm,1,,
90,90,Number of pupils,NUM,1,,6692394 - BURRY PORT,6692394,664,,Eligible for free school meals or transitionally protected,fsmtp,2,,
190,190,Number of pupils,NUM,1,,6692394 - BURRY PORT,6692394,664,,All pupils,all,3,,Total
150,150,Number of pupils,NUM,1,,6692395 - PEN RHOS,6692395,665,,Eligible for free school meals,fsm,1,,
190,190,Number of pupils,NUM,1,,6692395 - PEN RHOS,6692395,665,,Eligible for free school meals or transitionally protected,fsmtp,2,,
430,430,Number of pupils,NUM,1,,6692395 - PEN RHOS,6692395,665,,All pupils,all,3,,Total
35,35,Number of pupils,NUM,1,,6692396 - YSGOL GYMRAEG LLANGENNECH,6692396,666,,Eligible for free school meals,fsm,1,,
50,50,Number of pupils,NUM,1,,6692396 - YSGOL GYMRAEG LLANGENNECH,6692396,666,,Eligible for free school meals or transitionally protected,fsmtp,2,,
405,405,Number of pupils,NUM,1,,6692396 - YSGOL GYMRAEG LLANGENNECH,6692396,666,,All pupils,all,3,,Total
,,Number of pupils,NUM,1,,6693000 - ABERGWILI,6693000,667,,Eligible for free school meals,fsm,1,,Confidential
,,Number of pupils,NUM,1,,6693000 - ABERGWILI,6693000,667,,Eligible for free school meals or transitionally protected,fsmtp,2,,Confidential
35,35,Number of pupils,NUM,1,,6693000 - ABERGWILI,6693000,667,,All pupils,all,3,,Total
10,10,Number of pupils,NUM,1,,6693003 - LAUGHARNE VCP SCHOOL,6693003,668,,Eligible for free school meals,fsm,1,,
15,15,Number of pupils,NUM,1,,6693003 - LAUGHARNE VCP SCHOOL,6693003,668,,Eligible for free school meals or transitionally protected,fsmtp,2,,
55,55,Number of pupils,NUM,1,,6693003 - LAUGHARNE VCP SCHOOL,6693003,668,,All pupils,all,3,,Total
,,Number of pupils,NUM,1,,6693004 - LLANDDAROG,6693004,669,,Eligible for free school meals,fsm,1,,Confidential
,,Number of pupils,NUM,1,,6693004 - LLANDDAROG,6693004,669,,Eligible for free school meals or transitionally protected,fsmtp,2,,Confidential
70,70,Number of pupils,NUM,1,,6693004 - LLANDDAROG,6693004,669,,All pupils,all,3,,Total
,,Number of pupils,NUM,1,,6693013 - FERRYSIDE,6693013,670,,Eligible for free school meals,fsm,1,,Confidential
,,Number of pupils,NUM,1,,6693013 - FERRYSIDE,6693013,670,,Eligible for free school meals or transitionally protected,fsmtp,2,,Confidential
25,25,Number of pupils,NUM,1,,6693013 - FERRYSIDE,6693013,670,,All pupils,all,3,,Total
,,Number of pupils,NUM,1,,6693026 - LLANLLWNI,6693026,671,,Eligible for free school meals,fsm,1,,Confidential
5,5,Number of pupils,NUM,1,,6693026 - LLANLLWNI,6693026,671,,Eligible for free school meals or transitionally protected,fsmtp,2,,
35,35,Number of pupils,NUM,1,,6693026 - LLANLLWNI,6693026,671,,All pupils,all,3,,Total
25,25,Number of pupils,NUM,1,,6693300 - ST MARY'S (LLANELLI),6693300,672,,Eligible for free school meals,fsm,1,,
40,40,Number of pupils,NUM,1,,6693300 - ST MARY'S (LLANELLI),6693300,672,,Eligible for free school meals or transitionally protected,fsmtp,2,,
185,185,Number of pupils,NUM,1,,6693300 - ST MARY'S (LLANELLI),6693300,672,,All pupils,all,3,,Total
5,5,Number of pupils,NUM,1,,6693301 - ST MARY'S (CARMARTHEN),6693301,673,,Eligible for free school meals,fsm,1,,
10,10,Number of pupils,NUM,1,,6693301 - ST MARY'S (CARMARTHEN),6693301,673,,Eligible for free school meals or transitionally protected,fsmtp,2,,
30,30,Number of pupils,NUM,1,,6693301 - ST MARY'S (CARMARTHEN),6693301,673,,All pupils,all,3,,Total
10,10,Number of pupils,NUM,1,,6693307 - PENBOYR,6693307,674,,Eligible for free school meals,fsm,1,,
15,15,Number of pupils,NUM,1,,6693307 - PENBOYR,6693307,674,,Eligible for free school meals or transitionally protected,fsmtp,2,,
75,75,Number of pupils,NUM,1,,6693307 - PENBOYR,6693307,674,,All pupils,all,3,,Total
25,25,Number of pupils,NUM,1,,6693321 - PENTIP,6693321,675,,Eligible for free school meals,fsm,1,,
30,30,Number of pupils,NUM,1,,6693321 - PENTIP,6693321,675,,Eligible for free school meals or transitionally protected,fsmtp,2,,
95,95,Number of pupils,NUM,1,,6693321 - PENTIP,6693321,675,,All pupils,all,3,,Total
60,60,Number of pupils,NUM,1,,6693322 - MODEL,6693322,676,,Eligible for free school meals,fsm,1,,
105,105,Number of pupils,NUM,1,,6693322 - MODEL,6693322,676,,Eligible for free school meals or transitionally protected,fsmtp,2,,
490,490,Number of pupils,NUM,1,,6693322 - MODEL,6693322,676,,All pupils,all,3,,Total
290,290,Number of pupils,NUM,1,,6694029 - Ysgol Dyffryn Aman,6694029,677,,Eligible for free school meals,fsm,1,,
415,415,Number of pupils,NUM,1,,6694029 - Ysgol Dyffryn Aman,6694029,677,,Eligible for free school meals or transitionally protected,fsmtp,2,,
"1,545",1545,Number of pupils,NUM,1,,6694029 - Ysgol Dyffryn Aman,6694029,677,,All pupils,all,3,,Total
245,245,Number of pupils,NUM,1,,6694050 - Coedcae School,6694050,678,,Eligible for free school meals,fsm,1,,
330,330,Number of pupils,NUM,1,,6694050 - Coedcae School,6694050,678,,Eligible for free school meals or transitionally protected,fsmtp,2,,
845,845,Number of pupils,NUM,1,,6694050 - Coedcae School,6694050,678,,All pupils,all,3,,Total
125,125,Number of pupils,NUM,1,,6694052 - Ysgol Gyfun Y Strade,6694052,679,,Eligible for free school meals,fsm,1,,
185,185,Number of pupils,NUM,1,,6694052 - Ysgol Gyfun Y Strade,6694052,679,,Eligible for free school meals or transitionally protected,fsmtp,2,,
"1,255",1255,Number of pupils,NUM,1,,6694052 - Ysgol Gyfun Y Strade,6694052,679,,All pupils,all,3,,Total
175,175,Number of pupils,NUM,1,,6694053 - Glan-y-Mor School,6694053,680,,Eligible for free school meals,fsm,1,,
225,225,Number of pupils,NUM,1,,6694053 - Glan-y-Mor School,6694053,680,,Eligible for free school meals or transitionally protected,fsmtp,2,,
580,580,Number of pupils,NUM,1,,6694053 - Glan-y-Mor School,6694053,680,,All pupils,all,3,,Total
230,230,Number of pupils,NUM,1,,6694054 - Bryngwyn School,6694054,681,,Eligible for free school meals,fsm,1,,
345,345,Number of pupils,NUM,1,,6694054 - Bryngwyn School,6694054,681,,Eligible for free school meals or transitionally protected,fsmtp,2,,
"1,045",1045,Number of pupils,NUM,1,,6694054 - Bryngwyn School,6694054,681,,All pupils,all,3,,Total
25,25,Number of pupils,NUM,1,,6694056 - Ysgol Gyfun Gymraeg Bro Myrddin,6694056,682,,Eligible for free school meals,fsm,1,,
55,55,Number of pupils,NUM,1,,6694056 - Ysgol Gyfun Gymraeg Bro Myrddin,6694056,682,,Eligible for free school meals or transitionally protected,fsmtp,2,,
930,930,Number of pupils,NUM,1,,6694056 - Ysgol Gyfun Gymraeg Bro Myrddin,6694056,682,,All pupils,all,3,,Total
80,80,Number of pupils,NUM,1,,6694060 - Ysgol Gyfun Emlyn,6694060,683,,Eligible for free school meals,fsm,1,,
125,125,Number of pupils,NUM,1,,6694060 - Ysgol Gyfun Emlyn,6694060,683,,Eligible for free school meals or transitionally protected,fsmtp,2,,
500,500,Number of pupils,NUM,1,,6694060 - Ysgol Gyfun Emlyn,6694060,683,,All pupils,all,3,,Total
205,205,Number of pupils,NUM,1,,6694063 - Queen Elizabeth High School,6694063,684,,Eligible for free school meals,fsm,1,,
310,310,Number of pupils,NUM,1,,6694063 - Queen Elizabeth High School,6694063,684,,Eligible for free school meals or transitionally protected,fsmtp,2,,
"1,290",1290,Number of pupils,NUM,1,,6694063 - Queen Elizabeth High School,6694063,684,,All pupils,all,3,,Total
100,100,Number of pupils,NUM,1,,6694064 - Ysgol Maes Y Gwendraeth,6694064,685,,Eligible for free school meals,fsm,1,,
140,140,Number of pupils,NUM,1,,6694064 - Ysgol Maes Y Gwendraeth,6694064,685,,Eligible for free school meals or transitionally protected,fsmtp,2,,
"1,085",1085,Number of pupils,NUM,1,,6694064 - Ysgol Maes Y Gwendraeth,6694064,685,,All pupils,all,3,,Total
145,145,Number of pupils,NUM,1,,6694065 - Ysgol Bro Dinefwr,6694065,686,,Eligible for free school meals,fsm,1,,
215,215,Number of pupils,NUM,1,,6694065 - Ysgol Bro Dinefwr,6694065,686,,Eligible for free school meals or transitionally protected,fsmtp,2,,
"1,090",1090,Number of pupils,NUM,1,,6694065 - Ysgol Bro Dinefwr,6694065,686,,All pupils,all,3,,Total
85,85,Number of pupils,NUM,1,,6694512 - Dyffryn Taf,6694512,687,,Eligible for free school meals,fsm,1,,
145,145,Number of pupils,NUM,1,,6694512 - Dyffryn Taf,6694512,687,,Eligible for free school meals or transitionally protected,fsmtp,2,,
890,890,Number of pupils,NUM,1,,6694512 - Dyffryn Taf,6694512,687,,All pupils,all,3,,Total
105,105,Number of pupils,NUM,1,,6694600 - St John Lloyd Catholic Comprehensive School,6694600,688,,Eligible for free school meals,fsm,1,,
145,145,Number of pupils,NUM,1,,6694600 - St John Lloyd Catholic Comprehensive School,6694600,688,,Eligible for free school meals or transitionally protected,fsmtp,2,,
465,465,Number of pupils,NUM,1,,6694600 - St John Lloyd Catholic Comprehensive School,6694600,688,,All pupils,all,3,,Total
60,60,Number of pupils,NUM,1,,6697000 - HEOL GOFFA,6697000,689,,Eligible for free school meals,fsm,1,,
70,70,Number of pupils,NUM,1,,6697000 - HEOL GOFFA,6697000,689,,Eligible for free school meals or transitionally protected,fsmtp,2,,
125,125,Number of pupils,NUM,1,,6697000 - HEOL GOFFA,6697000,689,,All pupils,all,3,,Total
20,20,Number of pupils,NUM,1,,6702006 - BRYNMILL SCHOOL,6702006,690,,Eligible for free school meals,fsm,1,,
35,35,Number of pupils,NUM,1,,6702006 - BRYNMILL SCHOOL,6702006,690,,Eligible for free school meals or transitionally protected,fsmtp,2,,
290,290,Number of pupils,NUM,1,,6702006 - BRYNMILL SCHOOL,6702006,690,,All pupils,all,3,,Total
130,130,Number of pupils,NUM,1,,6702008 - Cadle Primary School,6702008,691,,Eligible for free school meals,fsm,1,,
175,175,Number of pupils,NUM,1,,6702008 - Cadle Primary School,6702008,691,,Eligible for free school meals or transitionally protected,fsmtp,2,,
300,300,Number of pupils,NUM,1,,6702008 - Cadle Primary School,6702008,691,,All pupils,all,3,,Total
75,75,Number of pupils,NUM,1,,6702014 - Cwmrhydyceirw Primary School,6702014,692,,Eligible for free school meals,fsm,1,,
115,115,Number of pupils,NUM,1,,6702014 - Cwmrhydyceirw Primary School,6702014,692,,Eligible for free school meals or transitionally protected,fsmtp,2,,
530,530,Number of pupils,NUM,1,,6702014 - Cwmrhydyceirw Primary School,6702014,692,,All pupils,all,3,,Total
80,80,Number of pupils,NUM,1,,6702017 - DANYGRAIG PRIMARY SCHOOL,6702017,693,,Eligible for free school meals,fsm,1,,
95,95,Number of pupils,NUM,1,,6702017 - DANYGRAIG PRIMARY SCHOOL,6702017,693,,Eligible for free school meals or transitionally protected,fsmtp,2,,
250,250,Number of pupils,NUM,1,,6702017 - DANYGRAIG PRIMARY SCHOOL,6702017,693,,All pupils,all,3,,Total
75,75,Number of pupils,NUM,1,,6702021 - GENDROS PRIMARY SCHOOL,6702021,694,,Eligible for free school meals,fsm,1,,
95,95,Number of pupils,NUM,1,,6702021 - GENDROS PRIMARY SCHOOL,6702021,694,,Eligible for free school meals or transitionally protected,fsmtp,2,,
295,295,Number of pupils,NUM,1,,6702021 - GENDROS PRIMARY SCHOOL,6702021,694,,All pupils,all,3,,Total
5,5,Number of pupils,NUM,1,,6702023 - GLAIS PRIMARY SCHOOL,6702023,695,,Eligible for free school meals,fsm,1,,
15,15,Number of pupils,NUM,1,,6702023 - GLAIS PRIMARY SCHOOL,6702023,695,,Eligible for free school meals or transitionally protected,fsmtp,2,,
110,110,Number of pupils,NUM,1,,6702023 - GLAIS PRIMARY SCHOOL,6702023,695,,All pupils,all,3,,Total
5,5,Number of pupils,NUM,1,,6702027 - GRANGE PRIMARY SCHOOL,6702027,696,,Eligible for free school meals,fsm,1,,
10,10,Number of pupils,NUM,1,,6702027 - GRANGE PRIMARY SCHOOL,6702027,696,,Eligible for free school meals or transitionally protected,fsmtp,2,,
145,145,Number of pupils,NUM,1,,6702027 - GRANGE PRIMARY SCHOOL,6702027,696,,All pupils,all,3,,Total
55,55,Number of pupils,NUM,1,,6702032 - HAFOD PRIMARY SCHOOL,6702032,697,,Eligible for free school meals,fsm,1,,
80,80,Number of pupils,NUM,1,,6702032 - HAFOD PRIMARY SCHOOL,6702032,697,,Eligible for free school meals or transitionally protected,fsmtp,2,,
255,255,Number of pupils,NUM,1,,6702032 - HAFOD PRIMARY SCHOOL,6702032,697,,All pupils,all,3,,Total
35,35,Number of pupils,NUM,1,,6702036 - Ysgol Gymraeg  Lon Las,6702036,698,,Eligible for free school meals,fsm,1,,
60,60,Number of pupils,NUM,1,,6702036 - Ysgol Gymraeg  Lon Las,6702036,698,,Eligible for free school meals or transitionally protected,fsmtp,2,,
480,480,Number of pupils,NUM,1,,6702036 - Ysgol Gymraeg  Lon Las,6702036,698,,All pupils,all,3,,Total
65,65,Number of pupils,NUM,1,,6702040 - MORRISTON PRIMARY SCHOOL,6702040,699,,Eligible for free school meals,fsm,1,,
75,75,Number of pupils,NUM,1,,6702040 - MORRISTON PRIMARY SCHOOL,6702040,699,,Eligible for free school meals or transitionally protected,fsmtp,2,,
175,175,Number of pupils,NUM,1,,6702040 - MORRISTON PRIMARY SCHOOL,6702040,699,,All pupils,all,3,,Total
5,5,Number of pupils,NUM,1,,6702042 - OYSTERMOUTH PRIMARY SCHOOL,6702042,700,,Eligible for free school meals,fsm,1,,
10,10,Number of pupils,NUM,1,,6702042 - OYSTERMOUTH PRIMARY SCHOOL,6702042,700,,Eligible for free school meals or transitionally protected,fsmtp,2,,
220,220,Number of pupils,NUM,1,,6702042 - OYSTERMOUTH PRIMARY SCHOOL,6702042,700,,All pupils,all,3,,Total
55,55,Number of pupils,NUM,1,,6702048 - PENTRECHWYTH PRIMARY SCHOOL,6702048,701,,Eligible for free school meals,fsm,1,,
70,70,Number of pupils,NUM,1,,6702048 - PENTRECHWYTH PRIMARY SCHOOL,6702048,701,,Eligible for free school meals or transitionally protected,fsmtp,2,,
150,150,Number of pupils,NUM,1,,6702048 - PENTRECHWYTH PRIMARY SCHOOL,6702048,701,,All pupils,all,3,,Total
65,65,Number of pupils,NUM,1,,6702051 - PLASMARL PRIMARY SCHOOL,6702051,702,,Eligible for free school meals,fsm,1,,
90,90,Number of pupils,NUM,1,,6702051 - PLASMARL PRIMARY SCHOOL,6702051,702,,Eligible for free school meals or transitionally protected,fsmtp,2,,
210,210,Number of pupils,NUM,1,,6702051 - PLASMARL PRIMARY SCHOOL,6702051,702,,All pupils,all,3,,Total
20,20,Number of pupils,NUM,1,,6702054 - SKETTY PRIMARY SCHOOL,6702054,703,,Eligible for free school meals,fsm,1,,
45,45,Number of pupils,NUM,1,,6702054 - SKETTY PRIMARY SCHOOL,6702054,703,,Eligible for free school meals or transitionally protected,fsmtp,2,,
